"followup1","other1","language","length","mop","how_natural","rating_list","merged_ratings","text","number_of_reasons","max_workers","mean_rating","std_dev","std_dev_dropoff"
",,10,,,9,,,,6,,5,5,,9,,,11,5,5","
















The part about ""art and his music"" is awkward.

","ja",16,"MOP4","4, 4, 2, 4, 4, 3, 4, 4, 4, 2, 4, 1, 2, 4, 2, 4, 4, 3, 2, 3","3, 1, 4, 3, 1, 3, 4, 3, 4, 3, 1, 4, 3, 4, 2","4, 4, 2, 4, 4, 3, 4, 4, 4, 2, 4, 1, 2, 4, 2, 4, 4, 3, 2, 3,3, 1, 4, 3, 1, 3, 4, 3, 4, 3, 1, 4, 3, 4, 2","There is no specific genre of art and his music , but it is sometimes called Horrorpunk .",20,35,3.05714285714286,1.0555973258235,0.00327571718596831
",7,10,6,9,,,9,10,10,,10,9,,6,10,9,,7,9,9,5,","


















","es",9,"MOP4","4, 3, 3, 2, 3, 4, 4, 2, 3, 4, 2, 3, 4, 3, 3, 4, 1, 3, 2, 4","4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1","4, 3, 3, 2, 3, 4, 4, 2, 3, 4, 2, 3, 4, 3, 3, 4, 1, 3, 2, 4,4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1","There, he was a student DJ and studied journalism .",22,34,3.29411764705882,0.905518828835775,0.0781882984843245
"5,6,7,9,6,10,,,5,6,9,6,,6,10,9,6,10,9,,6,10,5,9,5,9,5","


















","es",13,"MOP4","2, 3, 3, 2, 4, 4, 3, 2, 3, 4, 1, 3, 3, 2, 2, 4, 3, 1, 1, 2","1, 3, 1, 1, 1, 3, 1, 2, 1, 1, 4, 1, 2, 3, 3, 3","2, 3, 3, 2, 4, 4, 3, 2, 3, 4, 1, 3, 3, 2, 2, 4, 3, 1, 1, 2,1, 3, 1, 1, 1, 3, 1, 2, 1, 1, 4, 1, 2, 3, 3, 3","Therefore, it is probably time assigned to a new , yet - to-be- named subfamily.",27,36,2.30555555555556,1.06420847700988,0.0175640171196687
"10,,,,,5,9,10,10,5,10,,,10,10,10,10,10,7,9,10,5,,6,10","


















","en",25,"MOP4","3, 4, 4, 4, 4, 1, 3, 1, 4, 4, 3, 3, 3, 3, 3, 2, 3, 2, 4, 2","1, 3, 4, 4, 4, 3, 3, 3, 4, 4, 2, 4, 4, 1, 1, 2, 2","3, 4, 4, 4, 4, 1, 3, 1, 4, 4, 3, 3, 3, 3, 3, 2, 3, 2, 4, 2,1, 3, 4, 4, 4, 3, 3, 3, 4, 4, 2, 4, 4, 1, 1, 2, 2","They are perceived/misconceived to severely damage hard terrain like asphalt pavement , but , actually , often have significantly lower ground pressures than equivalent or lighter wheeled vehicles .",25,37,2.94594594594595,1.05266714022435,0.00452113951750044
",,7,,,,,,9,,,,,9,,11,9,5,,9","














""to"" is the wrong word, should be ""on""



","en",13,"MOP4","4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 3, 4, 1, 3, 3, 4, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2","4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 3, 4, 1, 3, 3, 4, 3,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2","This decoration had the distinction of being conferred exclusively to females until 1976 .",20,37,3.62162162162162,0.758337045827958,0.0909704664575914
"5,6,9,10,6,,5,7,10,5,9,10,7,5,6,9,5,6,11,5,6,,5,7,5,5,7,5,,5,9","









Doesn't make sense








","zh",14,"MOP4","2, 2, 3, 4, 2, 3, 2, 3, 1, 1, 2, 2, 4, 1, 3, 2, 2, 1, 4, 2","1, 1, 4, 1, 2, 1, 2, 1, 3, 2, 1, 3, 2, 1, 4","2, 2, 3, 4, 2, 3, 2, 3, 1, 1, 2, 2, 4, 1, 3, 2, 2, 1, 4, 2,1, 1, 4, 1, 2, 1, 2, 1, 3, 2, 1, 3, 2, 1, 4","This decoration has been given specifically for women until the difference between the 1976 's .",31,35,2.14285714285714,1.03306674070764,0.0406714138098918
",,,,,7,10,,,10,,,,,9,7,11,9,,,","














Used the word 'left' twice; the second time was not necessary



","es",16,"MOP4","4, 4, 4, 4, 4, 3, 2, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 4, 4, 4, 4, 3, 2, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","This left Hayden eight points behind Rossi in the championship with one race left to go .",20,36,3.77777777777778,0.48468611999998,0.0060889423369444
",,10,,,,7,5,10,7,10,10,7,,,5,6,7,10,,7,9,,5,","


















","es",20,"MOP4","4, 4, 3, 4, 4, 4, 3, 2, 2, 2, 2, 4, 4, 1, 4, 3, 3, 4, 3, 4","3, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 2, 4, 3, 2, 2","4, 4, 3, 4, 4, 4, 3, 2, 2, 2, 2, 4, 4, 1, 4, 3, 3, 4, 3, 4,3, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 2, 4, 3, 2, 2","This paper then addresses the most important question in astronomy : the stability of the Solar System , first investigated by Laplace.",24,38,3.31578947368421,0.873181915286557,0.0355738317610323
"7,6,9,5,9,10,6,5,9,,5,6,7,,10,5,6,9,,,,,5,,11,6","

















It's possibly correct, but it's unclear what ""three months and six months futures"" means without context, so it sounds somewhat natural.
","es",18,"MOP4","3, 2, 1, 2, 2, 3, 4, 1, 3, 4, 2, 2, 4, 4, 4, 4, 2, 4, 3, 1","3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 4, 1","3, 2, 1, 2, 2, 3, 4, 1, 3, 4, 2, 2, 4, 4, 4, 4, 2, 4, 3, 1,3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 4, 1","This sector has opened trading in three months and six months futures USD / KZT rate and KASE Index .",26,35,2.57142857142857,0.97876615862897,0.0423400059645228
",7,,,,,,,,,,,,,,,,,,","


















","es",9,"MOP4","4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","This story does not hold up well under scrutiny.",19,37,3.94594594594595,0.229243435135126,0.0602125841894223
"7,,,,,9,8,9,,,6,,,,,,,,,7,","


















","no",10,"MOP4","3, 4, 4, 4, 4, 3, 3, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","3, 4, 4, 4, 4, 3, 3, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","This temple is made of a fine-grained gray sand stone.",20,32,3.75,0.567961834247065,0.000358942908870619
",,,,10,7,,7,,,7,,,,,5,6,9,10,,6,10,5,10","


















","es",9,"MOP4","4, 4, 4, 4, 3, 3, 4, 2, 4, 4, 2, 4, 4, 4, 4, 1, 4, 3, 1, 3","3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2","4, 4, 4, 4, 3, 3, 4, 2, 4, 4, 2, 4, 4, 4, 4, 1, 4, 3, 1, 3,3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 2","This temple is made of stone gray fine-grained sand .",24,36,3.44444444444444,0.876500980178555,0.0153778897744631
",,,,,,,,,,,,,,,,,,,","


















","no",13,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","This wheel is powered by the heat of a candle or electric light.",19,38,3.97368421052632,0.162221421130763,0.162221421130763
",10,5,6,9,5,7,5,9,10,7,5,6,7,5,5,6,10,5,5,6,7,8,9,10,5,6,10,5,8,9,10,6,10,5,9,8,9,5,7,8","


















","ja",21,"MOP4","4, 3, 1, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2","1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3","4, 3, 1, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2,1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 3","To make a return of Jungledyret 3, he hopes that you maintain the safety of Hugo Turn over a new leaf .",41,36,1.5,0.774596669241483,0.0282448767083183
"9,9,6,5,5,5,5,,5,5,,,10,6,5,6,,6,9,10,6,9","


















","ja",11,"MOP4","3, 3, 1, 3, 3, 1, 2, 4, 2, 2, 4, 4, 3, 2, 2, 4, 3, 3, 3, 3","3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3","3, 3, 1, 3, 3, 1, 2, 4, 2, 2, 4, 4, 3, 2, 2, 4, 3, 3, 3, 3,3, 1, 4, 4, 2, 3, 1, 3, 2, 1, 2, 2, 1, 2, 4, 3","Topical form to treat glaucoma , It has been approved in Japan .",22,36,2.58333333333333,0.996422170998389,0.00447599340036187
"7,,5,,9,9,,5,,5,5,5,7,,7,7,,5,7,10,9","


















","no",23,"MOP4","3, 4, 1, 4, 2, 2, 4, 2, 4, 3, 3, 2, 4, 2, 2, 4, 3, 1, 3, 3","2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4","3, 4, 1, 4, 2, 2, 4, 2, 4, 3, 3, 2, 4, 2, 2, 4, 3, 1, 3, 3,2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4","Under Stimson Doctrine , the United States and under similar doctrines , the legitimacy of the Soviet occupation of the Baltic States was never recognized .",21,37,2.48648648648649,0.989433665780066,0.0106675071510954
"5,9,5,9,10,5,6,10,9,,,,5,6,5,6,10,9,,,5,6,7,9,,5,,7","


















","zh",13,"MOP4","3, 2, 3, 1, 3, 3, 4, 4, 4, 3, 2, 2, 4, 4, 3, 2, 4, 2, 4, 3","4, 4, 2, 2, 4, 1, 2, 4, 3, 4, 4, 3, 2, 1, 3, 3, 4","3, 2, 3, 1, 3, 3, 4, 4, 4, 3, 2, 2, 4, 4, 3, 2, 4, 2, 4, 3,4, 4, 2, 2, 4, 1, 2, 4, 3, 4, 4, 3, 2, 1, 3, 3, 4","Verrinder county championship in 1974 made his first-class debut for Surrey against Middlesex .",28,37,2.97297297297297,0.985632523545906,0.0126853894768868
",,,,,,,,,5,,,,,,,,,,","


















","es",14,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","Verrinder made his first-class debut for Surrey against Middlesex in the 1974 County Championship .",19,36,3.94444444444444,0.232310684145723,0.0608120990032144
"9,10,5,10,,8,9,5,9,10,,,5,10,6,10,9,10,,7,10,5,10,7,7,10,5,10,,5,9","


















","ja",10,"MOP4","3, 1, 4, 3, 3, 3, 4, 4, 2, 2, 2, 4, 2, 3, 2, 3, 2, 2, 4, 1","4, 3, 1, 3, 1, 2, 3, 1, 3, 2, 2, 4, 1, 2","3, 1, 4, 3, 3, 3, 4, 4, 2, 2, 2, 4, 2, 3, 2, 3, 2, 2, 4, 1,4, 3, 1, 3, 1, 2, 3, 1, 3, 2, 2, 4, 1, 2","Volkswagen , was an early adopter of the restraint system passive .",31,34,2.52941176470588,1.02203878588701,0.0105124719084937
"9,9,,6,11,5,6,9,5,5,9,6,9,10,,9,10,9,7,5,6,10,6","



doesn't quite make sense














","en",17,"MOP4","3, 2, 4, 3, 1, 2, 2, 2, 2, 3, 2, 2, 2, 4, 3, 2, 3, 2, 3, 2","3, 4, 4, 2, 2, 3, 2, 1, 2, 3, 4, 2, 4, 1","3, 2, 4, 3, 1, 2, 2, 2, 2, 3, 2, 2, 2, 4, 3, 2, 3, 2, 3, 2,3, 4, 4, 2, 2, 3, 2, 1, 2, 3, 4, 2, 4, 1","Was inactivated in 1963 when SAC inactivated its provisional Strategic Wings , redesignating them permanent Air Force Wings .",23,34,2.52941176470588,0.895622151039798,0.0537971366581218
"6,9,7,9,5,6,5,9,10,5,6,5,9,,6,10,6,9,6,,5,10,11,9,10,5,6,5,7,,5,6,10,5","











meaning






","es",18,"MOP4","2, 1, 1, 1, 2, 3, 4, 3, 2, 2, 4, 1, 3, 1, 1, 2, 3, 4, 2, 1","4, 1, 1, 2, 2, 1, 3, 3, 1, 1, 1, 4, 2, 2","2, 1, 1, 1, 2, 3, 4, 3, 2, 2, 4, 1, 3, 1, 1, 2, 3, 4, 2, 1,4, 1, 1, 2, 2, 1, 3, 3, 1, 1, 1, 4, 2, 2","We have established several chapters PVMA , Inc. as the profession of veterinary medicine made during the current Philippines.",34,34,2.08823529411765,1.08341902855906,0.0341640491062554
",,,,,,,,,7,9,10,,,,5,10,,,5,","


















","en",22,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 2, 2, 4, 4, 3, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 2, 2, 4, 4, 3, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","When Archer asked his publishers for some money to record the new songs that he had written , they terminated his contract instead .",20,40,3.8,0.516397779494322,0.00410230109977372
",9,,,,,9,10,,5,,,5,9,5,7,5,7,,5,5,5,","


















","es",17,"MOP4","4, 2, 4, 4, 4, 4, 3, 3, 4, 1, 4, 4, 1, 3, 1, 4, 2, 2, 2, 4","4, 3, 1, 1, 2, 1, 1, 2, 1, 4, 1, 2, 1, 2","4, 2, 4, 4, 4, 4, 3, 3, 4, 1, 4, 4, 1, 3, 1, 4, 2, 2, 2, 4,4, 3, 1, 1, 2, 1, 1, 2, 1, 4, 1, 2, 1, 2","Williams embarked on a career, but Gerhart recovered to bring him down in the yard 12 Minnesota.",22,34,2.52941176470588,1.26095908946799,0.00546526483087195
"7,,9,9,,,,,,,,,5,10,,,,,,","


















","es",11,"MOP4","3, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2","3, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2","Within days, the four decided to form their own theater company .",19,38,3.81578947368421,0.456500386779075,0.105764199572974
",,,5,9,10,5,9,10,,9,5,9,7,5,11,,5,6,9,10,5,5,6,5,10,9,10,6,7,5,10,5","









no punishment  and fail or refuse should be ""no punishment  or fail to refuse""








","zh",20,"MOP4","4, 4, 4, 1, 1, 4, 2, 3, 2, 1, 2, 4, 1, 2, 1, 1, 3, 2, 2, 1","2, 3, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 2, 2, 1, 1","4, 4, 4, 1, 1, 4, 2, 3, 2, 1, 2, 4, 1, 2, 1, 1, 3, 2, 2, 1,2, 3, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 2, 2, 1, 1","No punishment and fail or refuse to recite the pledge .The commitment is made voluntarily , and no penalties for violations prescribed . ",33,36,1.97222222222222,1.08195883500017,0.00474577814041965
"9,5,9,","


","zh",15,"MOP4","2, 2, 3, 4","2, 2, 1, 1, 2, 1, 3, 2, 2, 1, 2, 3, 3, 2, 1","2, 2, 3, 4,2, 2, 1, 1, 2, 1, 3, 2, 2, 1, 2, 3, 3, 2, 1","Equilibrium analysis and optimization and efficiency in exchange derivatives life and death and Say's Law .",3,19,2.05263157894737,0.848114523878724,0.00937840183381999
"10,,5,5,,,,,,,,,7,10,,,,9,,10,","


















","en",22,"MOP4","3, 4, 2, 1, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4","3, 3, 2, 4, 3, 3, 1, 3, 3, 3, 4, 4, 1, 3, 4, 3, 4, 2","3, 4, 2, 1, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4,3, 3, 2, 4, 3, 3, 1, 3, 3, 3, 4, 4, 1, 3, 4, 3, 4, 2","The most common orthography of the word consists of the characters  shin  /kami ( ç¥ž ) , meaning deity  or  something divine , and bu  ( æ­¦ ) , denoting military , chivalry or arms .",20,38,3.26315789473684,0.920757928874163,0.00701801242056088
"9,1","","en",19,"MOP4","3","4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3","3,4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3","Throughout his career , he produced hundreds of humorous , puzzling and provocative tableaux that challenge and mock preconceptions and taboos .",2,16,3.625,0.5,0.0027548419011531
",9,,,,,,5,9,6,10,9,,,7,9,,7,,,,5","


















","en",23,"MOP4","4, 3, 4, 4, 4, 4, 4, 3, 3, 2, 4, 4, 3, 3, 4, 3, 4, 4, 4, 2","4, 4, 4, 4, 3, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4","4, 3, 4, 4, 4, 4, 4, 3, 3, 2, 4, 4, 3, 3, 4, 3, 4, 4, 4, 2,4, 4, 4, 4, 3, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4","The skulls were hand-crafted and required a lot of preparation , so it was one of the first things started for the episode's production .",22,37,3.62162162162162,0.594014185733685,0.0098946503938725
",5,5,6,9,10,,6,7,10,5,7,6,7,6,7,,5,6,7,6,7,9,6,9,10,,7,9,10","


















","en",23,"MOP4","4, 3, 3, 2, 3, 4, 2, 1, 3, 2, 2, 1, 2, 4, 2, 1, 3, 1, 4, 3","1, 1, 3, 3, 2, 2, 2, 4, 2, 2, 3, 2, 2, 3, 2","4, 3, 3, 2, 3, 4, 2, 1, 3, 2, 2, 1, 2, 4, 2, 1, 3, 1, 4, 3,1, 1, 3, 3, 2, 2, 2, 4, 2, 2, 3, 2, 2, 3, 2","According to the 2010 census , the township has a total area of , of which ( or 99.94 % ) is land and ( or 0.06 % ) is water .",30,35,2.4,0.945577943407535,0.0207098611373226
",,,9,10,,,,,10,,,,,11,11,7,9,,9,","












I don't think anyone would say, ""No penalties attach to a failure...""  They would say, ""No penalties will occur because of...""
repetition, sentences say the same point




","en",23,"MOP4","4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 4, 2, 4","4, 4, 3, 3, 4, 4, 3, 1, 3, 4, 4, 4, 2, 2","4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 4, 2, 4,4, 4, 3, 3, 4, 4, 3, 1, 3, 4, 4, 4, 2, 2","No penalties attach to a failure or refusal to recite the pledge .The pledge is made voluntarily and no penalties are imposed for noncompliance . ",20,34,3.44117647058824,0.785905247993376,0.0681859660021954
"10,10,,9,,9,10,,,,,,,,,,,,,","

















","en",18,"MOP4","3, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","3, 3, 4, 4, 3, 3, 3, 4, 2, 3, 4, 3, 3, 3, 4","3, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,3, 3, 4, 4, 3, 3, 3, 4, 2, 3, 4, 3, 3, 3, 4","He gained fame for healing paralytics and for his prophetic abilities , obtained through a state of religious ecstasy .",19,34,3.55882352941176,0.560907083030003,0.0034938268707293
"9,,,,,10,5,6,,,10,10,5,5,9,,5,10,5,5","


















","en",17,"MOP4","1, 4, 4, 4, 4, 2, 3, 3, 4, 4, 2, 3, 2, 3, 2, 4, 1, 3, 3, 2","2, 4, 4, 1, 1, 1, 3, 2, 3, 4, 3, 3, 3, 2, 3, 2, 2, 4","1, 4, 4, 4, 4, 2, 3, 3, 4, 4, 2, 3, 2, 3, 2, 4, 1, 3, 3, 2,2, 4, 4, 1, 1, 1, 3, 2, 3, 4, 3, 3, 3, 2, 3, 2, 2, 4","Equilibrium analysis and its derivatives of optimization and efficiency in exchange live or die with Say's law .",20,38,2.76315789473684,1.02493798167857,0.000242905082609601
",,,5,9,10,,8,9,10,,5,7,,,,,,,8,10,,8,","


















","en",24,"MOP4","4, 4, 4, 3, 4, 3, 2, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4","4, 3, 4, 4, 3, 3, 4, 2, 4, 4, 3, 4, 4, 3, 4, 4, 3","4, 4, 4, 3, 4, 3, 2, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4,4, 3, 4, 4, 3, 3, 4, 2, 4, 4, 3, 4, 4, 3, 4, 4, 3","However , these rights and privileges ( see Dhimmitude ) , including freedom of worship and religious organisation , were often established in principle but seldom corresponded to reality .",23,37,3.56756756756757,0.60279628678631,0.00527270531875024
"5,,8,9,10,,,7,8,9,,8,9,,8,6,10,8,10,,,9,8,10,10,11,","

















Strange signs (€ and “)between the words ""sub"" and ""contractors""
","en",20,"MOP4","3, 4, 2, 4, 4, 2, 4, 3, 4, 3, 2, 2, 3, 4, 4, 2, 3, 3, 3, 4","1, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","3, 4, 2, 4, 4, 2, 4, 3, 4, 3, 2, 2, 3, 4, 4, 2, 3, 3, 3, 4,1, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","After investigation , he exonerated Ninian Edwards and his vendors , and placed the blame for the meat problem solely on subâ€“contractors .",26,38,3.44736842105263,0.828458954309637,0.0124589115624447
",,,,,,,10,6,6,,,,,,10,,9,10,","


















","en",20,"MOP4","4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 3, 3, 4","3, 3, 2, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 3, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 3, 3, 4,3, 3, 2, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 3, 4, 4, 4","The median income for a household in the town was $ 24,583 , and the median income for a family was $ 23,214 .",19,37,3.62162162162162,0.545249756806271,0.00781656194870151
"7,8,,5,5,10,8,9,8,9,5,6,7,,5,9,5,5,5,6,9,5,7,7,9,,,5,5","


















","zh",25,"MOP4","3, 2, 4, 1, 2, 2, 2, 1, 4, 1, 2, 2, 1, 3, 3, 3, 4, 4, 1, 1","2, 1, 2, 3, 4, 2, 2, 3, 2, 4, 2, 2, 3, 4, 3","3, 2, 4, 1, 2, 2, 2, 1, 4, 1, 2, 2, 1, 3, 3, 3, 4, 4, 1, 1,2, 1, 2, 3, 4, 2, 2, 3, 2, 4, 2, 2, 3, 4, 3","The most common spelling of the word by the character new /  gods  ( gods ) , meaning  God  or  sacred  and no ( Wu ) , refers to the military , knights or arm.",29,35,2.42857142857143,1.03712595768346,0.0118765423525575
"7,10,9,10,5,9,10,,7,7,5,9,6,7,6,7,7,9,10,5,5,6,5,6,7,10,5,9,5,5,6,10,5,7,10,10,7","


















","zh",17,"MOP4","2, 2, 3, 3, 4, 2, 3, 1, 2, 2, 2, 3, 1, 1, 2, 2, 1, 2, 2, 2","1, 2, 4, 2, 1, 1, 2, 4, 2, 2, 1, 2, 3, 2, 2, 3, 2, 2","2, 2, 3, 3, 4, 2, 3, 1, 2, 2, 2, 3, 1, 1, 2, 2, 1, 2, 2, 2,1, 2, 4, 2, 1, 1, 2, 4, 2, 2, 1, 2, 3, 2, 2, 3, 2, 2","Logan scrub Western claims investigation and verification of its accuracy , and efforts to eradicate fraud and dishonesty .",37,38,2.10526315789474,0.831458298322422,0.0230349609597857
"9,1","","zh",12,"MOP4","2","1, 1, 1, 2, 1, 2, 3, 1, 3, 1, 1, 1, 1, 2, 2, 2, 2, 1","2,1, 1, 1, 2, 1, 2, 3, 1, 3, 1, 1, 1, 1, 2, 2, 2, 2, 1","He is an urgent ...... and discriminat ... logicians  and lawyers ' habitual calm and cautious . ",2,19,1.57894736842105,0.692482608982125,0.019804510918601
"7,,,5,5,10,6,7,9,7,5,9,7,7,,11,7,5,7,5,5,9,5","












the word people is wrong





","zh",19,"MOP4","3, 4, 4, 2, 1, 2, 3, 3, 2, 3, 1, 1, 4, 2, 1, 2, 2, 2, 1, 2","1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 3, 3, 3","3, 4, 4, 2, 1, 2, 3, 3, 2, 3, 1, 1, 4, 2, 1, 2, 2, 2, 1, 2,1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 3, 3, 3","He played for three seasons in the NFL , and two people with the Seattle Seahawks and the Miami Dolphins .",23,38,2,0.929981109950554,0.00587708227387873
",,,,10,,9,,9,10,,,,,,,,,,9,10,","


















","zh",23,"MOP4","4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4","4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4,3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4","Jason Stewart ( born in 1971 ) is an American film and television editor, best known for his independent film and television reality show work.",21,35,3.82857142857143,0.382385260431097,0.00928946546922299
"7,,5,8,9,9,,5,,7,9,,9,5,10,6,5,7,5,7,9,9,5,7,9,10,5,10,5,","


















","zh",20,"MOP4","3, 4, 1, 2, 2, 4, 1, 4, 3, 4, 3, 2, 2, 2, 2, 2, 1, 1, 2, 4","1, 2, 1, 2, 1, 1, 2, 3, 1, 2, 3, 1, 2, 2, 2, 2, 1, 2","3, 4, 1, 2, 2, 4, 1, 4, 3, 4, 3, 2, 2, 2, 2, 2, 1, 1, 2, 4,1, 2, 1, 2, 1, 1, 2, 3, 1, 2, 3, 1, 2, 2, 2, 2, 1, 2","In First Press Limited Edition comes with a special black and gold case and features are disease - Introduction and  obstacles - heaven .",29,38,2.10526315789474,0.980608572326128,0.00942108892586158
